_id,id,type,street,inactive,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
527,698637200,Crosswalk - Brick and Markings,MARKET PL,f,Central Business District,6,1,42003020100,6,1,2,1-4,40.44069889,-80.00301381
528,2027396223,Crosswalk - Brick and Markings,FORBES AVE,f,Central Business District,6,1,42003020100,6,1,2,1-4,40.44080913,-80.00304197
529,472455366,Crosswalk - Brick and Markings,GRAEME ST,f,Central Business District,6,1,42003020100,6,1,2,1-4,40.44111125,-80.00275364
530,2131369080,Crosswalk - Brick and Markings,MARKET ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44132662,-80.00215684
531,958377408,Crosswalk - Brick and Markings,MARKET ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44144705,-80.00207637
532,333880873,Crosswalk - Brick and Markings,FIFTH AVE,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44135417,-80.00205894
533,700979937,Crosswalk - Brick and Markings,FIFTH AVE,f,Central Business District,6,1,42003020100,6,1,2,1-3,40.44142205,-80.0021681
534,168491839,Crosswalk - Continental,WASHINGTON BLVD,f,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-12,40.47011237,-79.9086238
535,1497067910,Crosswalk - Brick and Markings,GRAEME ST,f,Central Business District,6,1,42003020100,6,1,2,1-3,40.44147751,-80.00253921
536,1146866485,Crosswalk - Two Lined,FIFTH AVE,f,Central Business District,6,1,42003020100,6,1,2,1-3,40.44162189,-80.00259068
537,799457761,Crosswalk - Two Lined,FIFTH AVE,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44177704,-80.00275698
538,759257243,Crosswalk - Brick and Markings,FORBES AVE,f,Central Business District,6,1,42003020100,6,1,2,1-4,40.44115341,-80.00384941
539,564730538,Crosswalk - Two Lined,WATERFRONT DR,f,Strip District,7,2,42003020300,6,2,2,2-3,40.44640777,-79.99429015
540,2133390810,Crosswalk - Two Lined,WATERFRONT PL,f,Strip District,7,2,42003020300,6,2,2,2-3,40.44774781,-79.99251855
541,2047758564,Crosswalk - Two Lined,13TH ST,f,Strip District,7,2,42003020300,6,2,2,2-3,40.44773863,-79.99240858
542,343085047,Crosswalk - Brick and Markings,FIFTH AVE,f,Central Business District,6,2,42003020100,6,2,2,1-4,40.44004456,-79.99857565
543,1309038871,Crosswalk - Brick and Markings,FIFTH AVE,f,Central Business District,6,2,42003020100,6,2,2,1-4,40.44009814,-79.99875469
544,58069409,Crosswalk - Brick and Markings,SMITHFIELD ST,f,Central Business District,6,2,42003020100,6,2,2,1-4,40.44000832,-79.99870775
545,818915069,Crosswalk - Continental,MIFFLIN RD,f,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37954799,-79.92543779
546,953907423,Crosswalk - Brick and Markings,SMITHFIELD ST,f,Central Business District,6,2,42003020100,6,2,2,1-4,40.4401308,-79.99862997
547,1336589670,Crosswalk - Brick and Markings,WOOD ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44068504,-80.0004418
548,1964754527,Crosswalk - Brick and Markings,WOOD ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44080446,-80.00036401
549,694637106,Crosswalk - Brick and Markings,FIFTH AVE,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44077894,-80.00051422
550,155804830,Crosswalk - Brick and Markings,FIFTH AVE,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44071464,-80.00032244
551,633484156,Crosswalk - Brick and Markings,WOOD ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44141278,-79.99994022
552,1708879596,Crosswalk - Brick and Markings,WOOD ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44151077,-79.99988122
553,240684658,Crosswalk - Brick and Markings,OLIVER AVE,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44143524,-79.99984567
554,1545668488,Crosswalk - Brick and Markings,WOOD ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44205479,-79.99951845
555,46268351,Crosswalk - Brick and Markings,WOOD ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44218237,-79.99944871
556,1098677738,Crosswalk - Two Lined,SMALLMAN ST,f,Strip District,7,2,42003020300,6,2,2,2-3,40.44718958,-79.99174009
557,800016100,Crosswalk - Brick and Markings,WOOD ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44253041,-79.99920865
558,173423430,Crosswalk - Brick and Markings,SIXTH AVE,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44208745,-79.99940903
559,106285654,Crosswalk - Brick and Markings,SIXTH AVE,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44214614,-79.99955723
560,255375712,Crosswalk - Two Lined,SIXTH AVE,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44233292,-79.99997699
561,1674341712,Crosswalk - Ladder,SIXTH AVE,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.4417838,-79.9986198
562,586972280,Crosswalk - Brick Only,EIGHTH ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44478194,-79.99993083
563,2051700182,Crosswalk - Two Lined,FIRST AVE,f,Central Business District,6,1,42003020100,6,1,2,1-4,40.43583253,-79.99676985
564,444896822,Crosswalk - Two Lined,TENTH ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44491667,-79.99601213
565,1554322925,Crosswalk - Two Lined,TENTH ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44504935,-79.99568892
566,2000432143,Crosswalk - Two Lined,TENTH ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44499934,-79.99562589
567,1488732262,Crosswalk - Two Lined,36TH ST,f,Lower Lawrenceville,7,6,42003060300,2,6,2,3-3,40.46541706,-79.96538578
568,540140633,Crosswalk - Two Lined,FRENCH ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44492687,-79.99608723
569,446450222,Crosswalk - Brick and Markings,NINTH ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44303819,-79.99803586
570,1162832913,Crosswalk - Brick and Markings,EIGHTH ST,f,Central Business District,6,2,42003020100,6,2,2,1-3,40.44277282,-79.99898536
571,1793231072,Crosswalk - Two Lined,CHATHAM SQ,f,Central Business District,6,2,42003020100,6,2,2,2-4,40.44098308,-79.99379663
572,9149098,Crosswalk - Two Lined,BIGELOW BLVD,f,Central Business District,6,2,42003020100,6,2,2,2-4,40.44106269,-79.99379261
573,1225275731,Crosswalk - Two Lined,BIGELOW BLVD,f,Central Business District,6,2,42003020100,6,2,2,2-4,40.44114129,-79.99384088
574,528980404,Crosswalk - Two Lined,CHATHAM SQ,f,Central Business District,6,2,42003020100,6,2,2,2-4,40.44039414,-79.99344526
575,980095,Crosswalk - Two Lined,CENTRE AVE,f,Central Business District,6,2,42003020100,6,2,2,1-4,40.44000833,-79.99408496
576,1702732411,Crosswalk - Two Lined,SIXTH AVE,f,Central Business District,6,2,42003020100,6,2,2,1-4,40.4390356,-79.99460799
577,394608653,Crosswalk - Ladder,DIAMOND ST,f,Bluff,6,2,42003010300,6,2,2,2-4,40.43883145,-79.99271436
578,1031098635,Crosswalk - Two Lined,36TH ST,f,Lower Lawrenceville,7,6,42003060300,2,6,2,3-3,40.46556297,-79.96507598
579,592078412,Crosswalk - Two Lined,WASHINGTON PL,f,Central Business District,6,2,42003020100,6,2,2,2-4,40.44143677,-79.99215244
580,1102918652,Crosswalk - Two Lined,WASHINGTON PL,f,Central Business District,6,3,42003020100,6,3,2,2-4,40.44155109,-79.99198546
581,1998108633,Crosswalk - Two Lined,BEDFORD AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-4,40.4429647,-79.99082229
582,781122444,Crosswalk - Two Lined,BEDFORD AVE,f,Central Business District,6,3,42003020100,6,3,2,2-4,40.44287387,-79.99066449
583,1410699283,Crosswalk - Two Lined,MARIO LEMIEUX PL,f,Central Business District,6,3,42003020100,6,3,2,2-4,40.44278404,-79.99069533
584,1645248827,Crosswalk - Two Lined,BEDFORD AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44412313,-79.98802555
585,678355418,Crosswalk - Two Lined,BEDFORD AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44444565,-79.98730671
586,1367341298,Crosswalk - Two Lined,BEDFORD AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44486513,-79.98633441
587,292033128,Crosswalk - Two Lined,BEDFORD AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44683285,-79.98162982
588,597776412,Crosswalk - Two Lined,BEDFORD AVE,f,Bedford Dwellings,6,5,42003050100,3,5,2,2-1,40.44710535,-79.9809995
589,1203445678,Crosswalk - Continental,PENN AVE,f,Lower Lawrenceville,7,6,42003060300,2,6,2,3-2,40.46260503,-79.96727405
590,1668612140,Crosswalk - Two Lined,BEDFORD AVE,f,Bedford Dwellings,6,5,42003050900,3,5,2,2-1,40.44716965,-79.980856
591,390252341,Crosswalk - Two Lined,BEDFORD AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44943531,-79.97550634
592,834129082,Crosswalk - Two Lined,BEDFORD AVE,f,Bedford Dwellings,6,5,42003050900,3,5,2,2-5,40.45080055,-79.97230432
593,1078016728,Crosswalk - Two Lined,BEDFORD AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.45275296,-79.96766275
594,722834203,Crosswalk - Two Lined,BEDFORD AVE,f,Bedford Dwellings,6,5,42003050100,3,5,2,2-5,40.45291114,-79.96520451
595,1959402409,Crosswalk - Two Lined,WEBSTER AVE,f,Upper Hill,6,5,42003050600,3,5,2,2-5,40.45294074,-79.96483839
596,2015072834,Crosswalk - Two Lined,WEBSTER AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.45280501,-79.96506236
597,1223750607,Crosswalk - Two Lined,WEBSTER AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.45191309,-79.96713704
598,1714602349,Crosswalk - Two Lined,WEBSTER AVE,f,Bedford Dwellings,6,5,42003050100,3,5,2,2-5,40.45113545,-79.96898508
599,1857394917,Crosswalk - Two Lined,WEBSTER AVE,f,Bedford Dwellings,6,5,42003050900,3,5,2,2-5,40.4501899,-79.97120233
600,2103571964,Crosswalk - Two Lined,WEBSTER AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44854975,-79.97510066
601,661770613,Crosswalk - Two Lined,WEBSTER AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44848851,-79.97521868
602,489789401,Crosswalk - Two Lined,WEBSTER AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44742405,-79.97771716
603,1870331685,Crosswalk - Two Lined,WEBSTER AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44735976,-79.97789418
604,2137626772,Crosswalk - Two Lined,WEBSTER AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44634631,-79.9802733
605,776702709,Crosswalk - Two Lined,WEBSTER AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44628916,-79.98040205
606,952368005,Crosswalk - Two Lined,WEBSTER AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44437959,-79.98491353
607,1488928854,Crosswalk - Two Lined,WEBSTER AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44485097,-79.98379524
608,302703128,Crosswalk - Two Lined,WEBSTER AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44564807,-79.98191769
609,161407974,Crosswalk - Two Lined,WEBSTER AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44572461,-79.98175542
610,2139882949,Crosswalk - Continental,32ND ST,f,Strip District,7,6,42003020300,6,6,2,3-2,40.46072449,-79.96988921
611,1631847289,Crosswalk - Two Lined,WYLIE AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44338125,-79.9850076
612,1425840339,Crosswalk - Two Lined,WYLIE AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44355986,-79.98433302
613,395068640,Crosswalk - Two Lined,WYLIE AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44359443,-79.9841696
614,1174207063,Crosswalk - Two Lined,WYLIE AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44380584,-79.98222749
615,901144693,Crosswalk - Two Lined,WYLIE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44427807,-79.98072554
616,1416070704,Crosswalk - Two Lined,WYLIE AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44389533,-79.98162275
617,932799139,Crosswalk - Two Lined,WYLIE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44588963,-79.97689937
618,279805189,Crosswalk - Two Lined,WYLIE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44600496,-79.97665932
619,3191274,Crosswalk - Two Lined,WYLIE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44867378,-79.97036819
620,1590245690,Crosswalk - Two Lined,WYLIE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.4496525,-79.96804272
621,969441612,Crosswalk - Two Lined,WYLIE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.45089144,-79.96511106
622,886949173,Crosswalk - Two Lined,CENTRE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44880442,-79.96499037
623,1166218470,Crosswalk - Two Lined,CENTRE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44760627,-79.96677403
624,966132471,Crosswalk - Two Lined,CENTRE AVE,f,Terrace Village,6,5,42003050100,3,5,2,2-5,40.44716742,-79.96740435
625,2090937310,Crosswalk - Two Lined,CENTRE AVE,f,Terrace Village,6,5,42003051000,3,5,2,2-5,40.44708679,-79.96751567
626,1268947060,Crosswalk - Two Lined,CENTRE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44546608,-79.97104143
627,234704986,Crosswalk - Two Lined,REED ST,f,Terrace Village,6,5,42003050100,3,5,2,2-5,40.44531605,-79.97102802
628,2137811553,Crosswalk - Two Lined,REED ST,f,Terrace Village,6,5,42003051000,3,5,2,2-1,40.4436892,-79.97494858
629,889170504,Crosswalk - Two Lined,KIRKPATRICK ST,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44371982,-79.97506392
630,1960543809,Crosswalk - Continental,KIRKPATRICK ST,f,West Oakland,6,4,42003040200,3,4,4,2-1,40.43783047,-79.97278672
631,1992176010,Crosswalk - Two Lined,LIBERTY AVE,f,Bloomfield,7,8,42003080200,2,8,5,3-6,40.46266441,-79.95091806
632,1344254971,Crosswalk - Two Lined,SOHO ST,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44442609,-79.97343448
633,616954778,Crosswalk - Two Lined,SOHO ST,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44513645,-79.97393337
634,1746468834,Crosswalk - Two Lined,SOHO ST,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44526403,-79.97400311
635,208374939,Crosswalk - Two Lined,CENTRE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44521096,-79.97391727
636,753174620,Crosswalk - Two Lined,CENTRE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44519156,-79.97406144
637,199931091,Crosswalk - Two Lined,CENTRE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44528139,-79.97590563
638,1680425675,Crosswalk - Two Lined,CENTRE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44531304,-79.97613094
639,704547592,Crosswalk - Two Lined,CENTRE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44530579,-79.97634231
640,1769095168,Crosswalk - Two Lined,CENTRE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44497818,-79.97743532
641,485062572,Crosswalk - Two Lined,CENTRE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.4436874,-79.98028475
642,1707875940,Crosswalk - Two Lined,TAYLOR ST,f,Bloomfield,7,9,42003090300,2,9,5,3-6,40.46272461,-79.9508604
643,1889402212,Crosswalk - Two Lined,CENTRE AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44358432,-79.98040008
644,575757906,Crosswalk - Ladder,CENTRE AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44311584,-79.98111891
645,510667369,Crosswalk - Ladder,CENTRE AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44254836,-79.98243453
646,1689940313,Crosswalk - Ladder,CENTRE AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44196454,-79.98384001
647,1240052712,Crosswalk - Ladder,CENTRE AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44143481,-79.9850698
648,1360737549,Crosswalk - Two Lined,CENTRE AVE,f,Crawford-Roberts,6,3,42003030500,6,3,2,2-1,40.44106737,-79.98590129
649,1041972911,Crosswalk - Two Lined,CENTRE AVE,f,Central Business District,6,3,42003020100,6,3,2,2-1,40.44095375,-79.98606532
650,325055006,Crosswalk - Two Lined,CENTRE AVE,f,Central Business District,6,3,42003020100,6,3,2,2-4,40.44049811,-79.98938634
651,613462097,Crosswalk - Two Lined,MARIO LEMIEUX PL,f,Central Business District,6,3,42003020100,6,3,2,2-4,40.44063896,-79.98927224
652,1104086635,Crosswalk - Continental,CENTRE AVE,f,Central Business District,6,3,42003020100,6,3,2,2-4,40.44050832,-79.98854815
653,2050834255,Crosswalk - Two Lined,LIBERTY AVE,f,Bloomfield,7,8,42003080200,2,8,5,3-6,40.46260523,-79.95081748
654,1427309177,Crosswalk - Continental,CENTRE AVE,f,Central Business District,6,3,42003020100,6,3,2,2-4,40.44050628,-79.98829268
655,1234611216,Crosswalk - Continental,MARIO LEMIEUX PL,f,Central Business District,6,3,42003020100,6,3,2,2-4,40.44062263,-79.98840935
656,1234228812,Crosswalk - Continental,MARIO LEMIEUX PL,f,Central Business District,6,3,42003020100,6,3,2,2-4,40.44040288,-79.98841132
657,1786649624,Crosswalk - Two Lined,MERCER ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44441815,-79.98719091
658,87020022,Crosswalk - Two Lined,PROTECTORY PL,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44152461,-79.98503419
659,1220982416,Crosswalk - Two Lined,VINE ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44061927,-79.98441863
660,721771422,Crosswalk - Two Lined,FORESIDE PL,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44062131,-79.9845333
661,18811000,Crosswalk - Two Lined,FORESIDE PL,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44068663,-79.98438175
662,1480512897,Crosswalk - Two Lined,MILLER ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44037226,-79.98293469
663,1524609453,Crosswalk - Two Lined,MILLER ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44104591,-79.98341068
664,1430625730,Crosswalk - Two Lined,13TH ST,f,Strip District,7,2,42003020300,6,2,2,2-3,40.44709212,-79.99173713
665,502711173,Crosswalk - Two Lined,PEARL ST,f,Bloomfield,7,8,42003090300,2,8,5,3-6,40.46219402,-79.94986529
666,1460189913,Crosswalk - Two Lined,FORESIDE PL,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44106122,-79.98350993
667,1643491950,Crosswalk - Two Lined,MILLER ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.4418308,-79.98397663
668,233576771,Crosswalk - Two Lined,ARTHUR ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44199207,-79.98392433
669,463242709,Crosswalk - Two Lined,ARTHUR ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44335465,-79.98488053
670,68209022,Crosswalk - Two Lined,ARTHUR ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44344446,-79.98497407
671,690911586,Crosswalk - Two Lined,MANILLA ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.4448315,-79.98622532
672,1057767755,Crosswalk - Two Lined,ROBERTS ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44446612,-79.98487617
673,1130747512,Crosswalk - Two Lined,ROBERTS ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44434773,-79.98480241
674,265513987,Crosswalk - Two Lined,ROBERTS ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44362956,-79.98429548
675,1579854818,Crosswalk - Two Lined,ROBERTS ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44352751,-79.98420562
676,968954984,Crosswalk - Two Lined,LIBERTY AVE,f,Bloomfield,7,8,42003080900,2,8,5,3-6,40.46208179,-79.94983311
677,206768126,Crosswalk - Two Lined,HELDMAN ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44245174,-79.98248365
678,1588447209,Crosswalk - Two Lined,BEDFORD AVE,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44646077,-79.98252254
679,481717331,Crosswalk - Two Lined,BEDFORD AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44651494,-79.98237368
680,975243507,Crosswalk - Two Lined,DEVILLIERS ST,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44576518,-79.98188702
681,1820986780,Crosswalk - Two Lined,DEVILLIERS ST,f,Crawford-Roberts,6,5,42003030500,3,5,2,2-1,40.44560661,-79.98178225
682,725258898,Crosswalk - Two Lined,DEVILLIERS ST,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44370314,-79.98039018
683,707839553,Crosswalk - Two Lined,DEVILLIERS ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44356638,-79.98030301
684,1887584815,Crosswalk - Two Lined,DINWIDDIE ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44341532,-79.98048942
685,1377086152,Crosswalk - Two Lined,DINWIDDIE ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44244672,-79.98047601
686,38438074,Crosswalk - Two Lined,DINWIDDIE ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44127806,-79.98056318
687,1315805646,Crosswalk - Two Lined,CEDARVILLE ST,f,Bloomfield,7,8,42003080900,2,8,5,3-6,40.46204301,-79.94861941
688,286198449,Crosswalk - Two Lined,DINWIDDIE ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.43845072,-79.98078849
689,776329283,Crosswalk - Two Lined,REED ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44136482,-79.9804854
690,1158056411,Crosswalk - Two Lined,REED ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44130051,-79.98062621
691,1554550423,Crosswalk - Two Lined,ROSE ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44234402,-79.98055727
692,1199422676,Crosswalk - Two Lined,ROSE ST,f,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.4424124,-79.98040304
693,490778843,Crosswalk - Two Lined,ROSE ST,f,Terrace Village,6,5,42003051100,3,5,2,2-1,40.44392194,-79.9768129
694,322708261,Crosswalk - Two Lined,ROSE ST,f,Terrace Village,6,5,42003051100,3,5,2,2-1,40.44398012,-79.97668818
695,2043066660,Crosswalk - Two Lined,ROSE ST,f,Terrace Village,6,5,42003051100,3,5,2,2-1,40.44440572,-79.97568101
696,120006127,Crosswalk - Two Lined,ELMORE ST,f,Terrace Village,6,5,42003051100,3,5,2,2-1,40.44389133,-79.97669623
697,892248193,Crosswalk - Two Lined,ERIN ST,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44708211,-79.98089017
698,1125488976,Crosswalk - Two Lined,CORDAY WAY,f,Bloomfield,7,8,42003080900,2,8,5,3-6,40.46199097,-79.94859393
699,966336658,Crosswalk - Two Lined,ERIN ST,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44638223,-79.9803849
700,1300772777,Crosswalk - Two Lined,ERIN ST,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44625543,-79.98028801
701,1837722874,Crosswalk - Ladder,CENTRE AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44452549,-79.97847886
702,2076673982,Crosswalk - Two Lined,ADDISON ST,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44444384,-79.9784963
703,588213765,Crosswalk - Two Lined,KIRKPATRICK ST,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44746817,-79.97781424
704,2112316524,Crosswalk - Two Lined,KIRKPATRICK ST,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44730079,-79.97780485
705,1827299373,Crosswalk - Two Lined,KIRKPATRICK ST,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44598525,-79.97689827
706,477434762,Crosswalk - Two Lined,KIRKPATRICK ST,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44588931,-79.97671722
707,814492058,Crosswalk - Two Lined,KIRKPATRICK ST,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44538411,-79.97629209
708,990838260,Crosswalk - Two Lined,KIRKPATRICK ST,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44522285,-79.97617541
709,1443254079,Crosswalk - Two Lined,CEDARVILLE ST,f,Bloomfield,7,8,42003080900,2,8,5,3-6,40.46166752,-79.94888226
710,607094787,Crosswalk - Two Lined,KIRKPATRICK ST,f,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44449311,-79.97564568
711,24252541,Crosswalk - Two Lined,SOMERS ST,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44858264,-79.97519104
712,671658333,Crosswalk - Two Lined,WATT LN,f,Bedford Dwellings,6,5,42003050900,3,5,2,2-5,40.4507513,-79.97223793
713,61785347,Crosswalk - Two Lined,WATT ST,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.45016552,-79.97110067
714,519664421,Crosswalk - Two Lined,WATT ST,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44875715,-79.97035233
715,143584044,Crosswalk - Two Lined,WATT ST,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44864285,-79.9702598
716,1152711134,Crosswalk - Two Lined,WANDLESS ST,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.4519494,-79.96725975
717,427813000,Crosswalk - Two Lined,WANDLESS ST,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.45179938,-79.9672517
718,708996778,Crosswalk - Two Lined,HERRON AVE,f,Upper Hill,6,5,42003050600,3,5,2,2-5,40.45297399,-79.96500402
719,609872986,Crosswalk - Two Lined,HERRON AVE,f,Upper Hill,6,5,42003050600,3,5,2,2-5,40.45283724,-79.96487124
720,875003769,Crosswalk - Two Lined,LIBERTY AVE,f,Bloomfield,7,8,42003080200,2,8,5,3-6,40.4616267,-79.94899223
721,486502702,Crosswalk - Ladder,HERRON AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.4509799,-79.96494232
722,927268406,Crosswalk - Ladder,HERRON AVE,f,Upper Hill,6,5,42003050600,3,5,2,2-5,40.45077987,-79.96504692
723,1405520553,Crosswalk - Two Lined,HERRON AVE,f,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44892963,-79.96494232
724,167979764,Crosswalk - Two Lined,CENTRE AVE,f,Upper Hill,6,5,42003050600,3,5,2,2-5,40.44887452,-79.96475456
